talent,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Roles,performance_ids
Daria,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2011-hr
Boris Đurđević,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2011-hr
Andrea Čubrić,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2011-hr
Segej Voronstov,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2011-hr
Vladimir Dojcinovski,0.000429738,0.0,0.000982258,5.4599999999999994e-48,writers,2011-mk
Senit,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2011-sm
Monica Sarti,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2011-sm
Radiosa Romani,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2011-sm
Shaun Fernandes,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2011-sm
Stella Mwangi,0.001718951,0.0,0.008703486,3.35e-15,artist,2011-no
Ulrik Engdahl,0.001718951,0.0,0.008703486,3.35e-15,backings,2011-no
Victor Forberg-Skogeng,0.001718951,0.0,0.008703486,3.35e-15,composers,2011-no
Stella Nyambura Mwangi,0.001718951,0.0,0.008703486,3.35e-15,lyricists,2011-no
Musiqq,0.000859476,0.0,0.000859476,1.67e-61,artist,2011-lv
Ruta Duduma,0.000859476,0.0,0.000859476,1.67e-61,backings,2011-lv
Marats Ogļezņevs,0.000859476,0.0,0.000859476,1.67e-61,writers,2011-lv
Homens Da Luta,0.000859476,0.0,0.000859476,1.67e-61,artist,2011-pt
Vasco Duarte,0.000859476,0.0,0.000859476,1.67e-61,composers,2011-pt
Jel,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2011-pt
Magdalena Tul,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, writers",2011-pl
Soyanna,0.000429738,0.0,0.000429738,8.51e-68,backings,2011-pl
Christos Mylordos,0.001718951,0.0,0.003718885,1.14e-28,artist,2011-cy
Pavlos Polichrinis,0.001718951,0.0,0.003718885,1.14e-28,backings,2011-cy
Andreas Anastasiou,0.001718951,0.0,0.003718885,1.14e-28,composers,2011-cy
3JS,0.000859476,0.0,0.000859476,1.67e-61,artist,2011-nl
Michèle van der Aa,0.000859476,0.0,0.000859476,1.67e-61,backings,2011-nl
Jan Dulles,0.000859476,0.0,0.000859476,1.67e-61,writers,2011-nl
Loreen,0.001718951,0.0,0.05286058,0.005773214,artist,"2012-se, 2023-se"
Monica Starck,0.001718951,0.0,0.05286058,0.005773214,backings,2012-se
Ausben Jordan,0.001718951,0.0,0.05286058,0.005773214,dancers,2012-se
Ambra Succi,0.009024495,0.021768016,0.058823961,0.027832605,stageDirector,"2012-se, 2013-se, 2015-az, 2016-bg, 2017-mk, 2019-mt"
Buranovskiye Babushki,0.001289214,0.0,0.001833548,7.65e-38,artist,2012-ru
Viktor Drobysh,0.003437903,5.54e-06,0.002750322,1.5900000000000002e-37,"composers, stageDirector","2012-ru, 2016-by"
Olga Tuktaryova,0.001289214,0.0,0.001833548,7.65e-38,lyricists,2012-ru
Sergey Shirokov,0.001289214,0.0,0.001833548,7.65e-38,stageDirector,2012-ru
Miloš Roganović,0.001289214,0.0,0.033910561,6.14e-07,lyricists,2012-rs
Olga Vulović,0.001289214,0.0,0.033910561,6.14e-07,backings,2012-rs
Marko Novaković,0.004727116,0.017763865,0.038703875,4.67e-06,stageDirector,"2012-rs, 2014-me, 2015-me, 2016-rs"
Sabina Babayeva,0.001289214,0.0,0.038677293,0.004516957,artist,2012-az
Marie Nordmark Sjöström,0.003437903,0.000238333,0.044895672,0.021443005,backings,"2012-az, 2017-az"
Lars Bethke,0.001289214,0.0,0.038677293,0.004516957,stageDirector,2012-az
Rona Nishliu,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, lyricists",2012-al
Florent Boshnjaku,0.000429738,0.0,0.000429738,8.51e-68,composers,2012-al
Ott Lepland,0.001289214,0.0,0.027200518,5.69e-06,"artist, writers",2012-ee
Marvi Vallaste,0.002148689,0.000231312,0.030249313,5.29e-05,backings,"2012-ee, 2014-ee"
Can Bonomo,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, writers",2012-tr
Serdar Karaman,0.000429738,0.0,0.000429738,8.51e-68,backings,2012-tr
Roman Lob,0.000859476,0.0,0.001342931,2.87e-42,artist,2012-de
Wayne Hector,0.003008165,2.22e-06,0.002148689,7.519999999999999e-42,"writers, composers, lyricists","2012-de, 2016-ie"
Tobias Schmitz,0.000859476,0.0,0.001342931,2.87e-42,backings,2012-de
Nina Zilli,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, writers",2012-it
Vhelade Bale Mur,0.000429738,0.0,0.000429738,8.51e-68,backings,2012-it
Pastora Soler,0.000859476,0.0,0.041165306,0.000310971,artist,2012-es
Sheila Blanco,0.000859476,0.0,0.041165306,0.000310971,backings,2012-es
Pasha Parfeny,0.000859476,0.0,0.000859476,9.88e-56,artist,2012-md
Pavel Parfeni,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2012-md
Tatiana Heghea,0.000859476,0.0,0.000859476,9.88e-56,backings,2012-md
Mandinga,0.000859476,0.0,0.000859476,1.67e-61,artist,2012-ro
Costi Ioniţă,0.000859476,0.0,0.000859476,1.67e-61,composers,2012-ro
Secada Dihigo Omar,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2012-ro
Kaliopi,0.002148689,1.85e-07,0.001289214,3.92e-49,"artist, lyricists","2012-mk, 2016-mk"
Romeo Grill,0.001289214,1.85e-07,0.001289214,2.92e-49,composers,"2012-mk, 2016-mk"
Sanja Jovanovska,0.000859476,0.0,0.00096691,2.33e-49,backings,2012-mk
Donny Montell,0.001718951,0.000231312,0.050505954,0.004376923,artist,"2012-lt, 2016-lt"
Brandon Stone,0.000429738,0.0,0.042544048,0.000427235,writers,2012-lt
Gaitana,0.002148689,0.0,0.001289214,3.87e-45,"artist, lyricists",2012-ua
Igor Nikolayev,0.001289214,0.0,0.001289214,2.97e-45,composers,2012-ua
Andrej Gutsal,0.001289214,0.0,0.001289214,2.97e-45,backings,2012-ua
Olha Semeshkina,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2012-ua
Ivi Adamou,0.001718951,0.0,0.042673002,0.001015598,artist,2012-cy
Viktor Svensson,0.005156854,0.000921923,0.050642211,0.007354531,"writers, composers, lyricists","2012-cy, 2018-cy, 2019-cy"
Wiveca Hartmann Knudsen,0.001718951,0.0,0.042673002,0.001015598,backings,2012-cy
Apollon Papatheoharis,0.001718951,0.0,0.042673002,0.001015598,stageDirector,2012-cy
Tatiana Dimitriadou,0.001718951,0.0,0.042673002,0.001015598,dancers,2012-cy
Eleftheria Eleftheriou,0.001289214,0.0,0.037171048,0.023700565,artist,2012-gr
Mikaela Stenström,0.001289214,0.0,0.037171048,0.023700565,writers,2012-gr
"Konstantinos Rigos, Nick Marianos",0.001289214,0.0,0.037171048,0.023700565,stageDirector,2012-gr
Maya Sar,0.000859476,0.0,0.001145968,8.089999999999999e-54,artist,2012-ba
Ahmed Imamović,0.000859476,0.0,0.001145968,8.089999999999999e-54,stageDirector,2012-ba
Shane Creevey,0.000859476,0.0,0.037434614,0.018859423,backings,2012-ie
Sharon Vaughn,0.005156854,0.005364019,0.043207779,0.174616863,"lyricists, writers","2012-ie, 2019-ru, 2021-gr, 2021-md"
Greta Salóme & Jónsi,0.000859476,0.0,0.003300752,2.1199999999999997e-34,artist,2012-is
Greta Salóme Stefánsdóttir,0.001718951,3.7e-07,0.003447453,3.12e-34,writers,"2012-is, 2016-is"
Kurt Calleja,0.000859476,0.0,0.000859476,1.67e-61,artist,2012-mt
Warren Bonello,0.000859476,0.0,0.000859476,1.67e-61,backings,2012-mt
Mikael Gunnerås,0.000859476,0.0,0.000859476,1.67e-61,writers,2012-mt
Anggun,0.000859476,0.0,0.000859476,9.88e-56,artist,2012-fr
Sebastien Demeaux,0.000859476,0.0,0.000859476,9.88e-56,backings,2012-fr
William Rousseau,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2012-fr
Soluna Samay,0.001718951,0.0,0.005645193,2.92e-19,artist,2012-dk
Kewan Padré Hussein,0.001718951,0.0,0.005645193,2.92e-19,backings,2012-dk
Remee,0.003008165,6.98e-05,0.008143885,1.07e-18,"composers, writers","2012-dk, 2015-dk"
Chief 1,0.001718951,0.0,0.005645193,2.92e-19,lyricists,2012-dk
Compact Disco,0.000859476,0.0,0.001547056,1.37e-37,artist,2012-hu
Krisztián Szakos,0.002578427,2.96e-06,0.002578427,4.3000000000000005e-37,"backings, composers","2012-hu, 2014-hu"
Gábor Pál,0.000859476,0.0,0.001547056,1.37e-37,writers,2012-hu
Engelbert Humperdinck,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2012-gb
Shem Jacobs,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2012-gb
Sacha Skarbek,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2012-gb
Arlene Phillips,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2012-gb
Tooji,0.001289214,0.0,0.000773528,3.3600000000000004e-57,"artist, writers",2012-no
Sofi Marinova,0.000859476,0.0,0.000859476,1.67e-61,artist,2012-bg
Yasen Kozev,0.000859476,0.0,0.000859476,1.67e-61,composers,2012-bg
Doni Vasileva,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2012-bg
Sinplus,0.000859476,0.0,0.000859476,1.67e-61,artist,2012-ch
Roberto Bianchetti,0.000859476,0.0,0.000859476,1.67e-61,backings,2012-ch
Ivan Broggini,0.000859476,0.0,0.000859476,1.67e-61,writers,2012-ch
Nina Badrić,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, writers",2012-hr
Jelena Majić,0.000429738,0.0,0.000429738,8.51e-68,backings,2012-hr
Pernilla,0.000859476,0.0,0.000859476,1.67e-61,artist,2012-fi
Heikki Takkula,0.000859476,0.0,0.000859476,1.67e-61,backings,2012-fi
Jonas Karlsson,0.000859476,0.0,0.000859476,1.67e-61,writers,2012-fi
Filipa Sousa,0.001289214,0.0,0.026816256,4.03e-08,artist,2012-pt
Pedro Coelho,0.001289214,0.0,0.026816256,4.03e-08,backings,2012-pt
Veriko Turashvili,0.002148689,0.0,0.048200404,0.005155704,backings,2012-ge
Rusudan Chkhaidze,0.002148689,0.0,0.048200404,0.005155704,composers,2012-ge
Lasha Oniani,0.003437903,0.001149847,0.050963021,0.007461875,stageDirector,"2012-ge, 2013-ge"
Salome Chachua,0.002148689,0.0,0.048200404,0.005155704,dancers,2012-ge
Joan Franka,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, composers, lyricists",2012-nl
Erica Groeneveld,0.000429738,0.0,0.000429738,8.51e-68,backings,2012-nl
Litesound,0.000859476,0.0,0.000859476,1.67e-61,artist,2012-by
Vladimir Karyakin,0.000859476,0.0,0.000859476,1.67e-61,writers,2012-by
Ignat Yakovich,0.000859476,0.0,0.000859476,1.67e-61,backings,2012-by
Izabo,0.000429738,0.0,0.000429738,8.1e-80,artist,2012-il
Shiri Hadar,0.000429738,0.0,0.000429738,8.1e-80,writers,2012-il
Valentina Monetta,0.003008165,1.57e-06,0.004562805,5.9699999999999996e-24,artist,"2012-sm, 2013-sm, 2014-sm"
Timothy Touchton,0.001289214,0.0,0.00408251,3.2299999999999997e-24,lyricists,2012-sm
Vera Klima,0.001289214,0.0,0.00408251,3.2299999999999997e-24,backings,2012-sm
Eva Boto,0.001289214,0.0,0.0260352,6.67e-09,artist,2012-si
Igor Pirković,0.001289214,0.0,0.0260352,6.67e-09,lyricists,2012-si
Max Jason Mai,0.000859476,0.0,0.000859476,1.67e-61,artist,2012-sk
Miroslav Šmajda,0.000859476,0.0,0.000859476,1.67e-61,writers,2012-sk
Tomas Gabris,0.000859476,0.0,0.000859476,1.67e-61,backings,2012-sk
Rambo Amadeus,0.001718951,0.0,0.000859476,1.4e-55,"artist, lyricists",2012-me
Magnifico,0.000859476,0.0,0.000859476,9.88e-56,composers,2012-me
Draško Đurović,0.000859476,0.0,0.000859476,9.88e-56,stageDirector,2012-me
Anmary,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2012-lv
Līga Robežniece,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2012-lv
Ivars Makstnieks,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2012-lv
Rolans Ūdris,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2012-lv
Iris,0.000859476,0.0,0.000859476,1.67e-61,artist,2012-be
Joke Vincke,0.000859476,0.0,0.000859476,1.67e-61,backings,2012-be
Walter Mannaerts,0.000859476,0.0,0.000859476,1.67e-61,writers,2012-be
Trackshittaz,0.000859476,0.0,0.04613392,0.000259299,artist,2012-at
Manuel Hoffelner,0.000859476,0.0,0.04613392,0.000259299,writers,2012-at
Emmelie de Forest,0.001289214,0.0,0.039976908,5.59e-05,artist,2013-dk
Heidi Degn,0.001289214,0.0,0.039976908,5.59e-05,backings,2013-dk
Thomas Stengaard,0.008594757,0.006955901,0.046902392,0.000461287,"writers, composers, lyricists","2013-dk, 2018-de, 2021-cy, 2021-sm, 2022-az, 2023-cy, 2024-at"
Niclas Bendixen,0.001289214,0.0,0.039976908,5.59e-05,stageDirector,2013-dk
Farid Mammadov,0.001718951,0.0,0.042479863,0.092367903,artist,2013-az
Ralph Charlie Al Fahel,0.001718951,0.0,0.042479863,0.092367903,lyricists,2013-az
Zlata Ognevich,0.001718951,0.0,0.043020732,0.025148884,artist,2013-ua
Mikhail Nekrasov,0.001718951,0.0,0.043020732,0.025148884,composers,2013-ua
Hollie Petrie,0.001718951,0.0,0.043020732,0.025148884,backings,2013-ua
Maksym Lytvynov,0.001718951,0.0,0.043020732,0.025148884,stageDirector,2013-ua
Margaret Berger,0.001289214,0.0,0.006227494,5.5e-16,artist,2013-no
Robin Lynch,0.001289214,0.0,0.006227494,5.5e-16,writers,2013-no
May Kristin Kaspersen,0.002578427,4.21e-05,0.009261402,2.96e-15,backings,"2013-no, 2015-no"
Tore Sergei Myklebust,0.001289214,0.0,0.006227494,5.5e-16,stageDirector,2013-no
Dina Garipova,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2013-ru
Leonid Gutkin,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2013-ru
Ulrika Holmlund,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2013-ru
Micke Mikeadelica Gustafsson,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2013-ru
Koza Mostra feat. Agathon Iakovidis,0.001289214,0.0,0.036991989,0.014718317,artist,2013-gr
Ilias Kozas,0.001289214,0.0,0.036991989,0.014718317,composers,2013-gr
Stathis Pachidis,0.001289214,0.0,0.036991989,0.014718317,lyricists,2013-gr
Marco Mengoni,0.001718951,3.7e-07,0.000859476,7.61e-58,"artist, lyricists",2023-it
Roberto Casalino,0.001289214,0.0,0.000572984,6.1e-58,"composers, lyricists",2013-it
Gianluca,0.000859476,0.0,0.000859476,1.67e-61,artist,2013-mt
Dean Muscat,0.000859476,0.0,0.000859476,1.67e-61,writers,2013-mt
Samaria Bezzina,0.000859476,0.0,0.000859476,1.67e-61,backings,2013-mt
Anouk,0.001718951,0.0,0.000859476,1.4e-55,"artist, lyricists",2013-nl
Tore Johanson,0.000859476,0.0,0.000859476,9.88e-56,composers,2013-nl
Yerry Rellum,0.000859476,0.0,0.000859476,9.88e-56,backings,2013-nl
ByeAlex,0.001718951,0.0,0.000859476,1.4e-55,"artist, lyricists",2013-hu
Zoohacker,0.000859476,0.0,0.000859476,9.88e-56,composers,2013-hu
Helga Wéber,0.000859476,0.0,0.000859476,9.88e-56,backings,2013-hu
Aliona Moon,0.001718951,0.0,0.002820843,1.7400000000000001e-29,artist,2013-md
Pasha Parfeni,0.003437903,1.03e-05,0.002973321,2.3000000000000002e-29,"composers, stageDirector, artist","2013-md, 2023-md"
Yuliana Scutaru,0.001718951,0.0,0.002820843,1.7400000000000001e-29,lyricists,2013-md
Vladimir Hinou,0.001718951,0.0,0.002820843,1.7400000000000001e-29,backings,2013-md
Roberto Bellarosa,0.000859476,0.0,0.000859476,1.67e-61,artist,2013-be
Jukka Immonen,0.000859476,0.0,0.000859476,1.67e-61,writers,2013-be
Virginie Luypaerts,0.000859476,0.0,0.000859476,1.67e-61,backings,2013-be
Cezar,0.000859476,0.0,0.000859476,1.67e-61,artist,2013-ro
Christian Faur,0.000859476,0.0,0.000859476,1.67e-61,writers,2013-ro
Sivu Mititelu,0.000859476,0.0,0.000859476,1.67e-61,backings,2013-ro
Robin Stjernberg,0.003437903,0.000691719,0.048407569,0.003885633,"artist, writers","2013-se, 2017-se"
Juan Ramón Fuenzalida,0.001289214,0.0,0.048365993,0.003416526,dancers,2013-se
Johan Boding,0.001289214,0.0,0.048365993,0.003416526,backings,2013-se
Nodi Tatishvili & Sophie Gelovani,0.001289214,0.0,0.048926271,0.002968121,artist,2013-ge
Alyona Lanskaya,0.001718951,0.0,0.00248634,5.34e-34,artist,2013-by
Martin King,0.001718951,0.0,0.00248634,5.34e-34,lyricists,2013-by
Žiga Sotlar,0.001718951,0.0,0.00248634,5.34e-34,backings,2013-by
Zile,0.001718951,0.0,0.00248634,5.34e-34,stageDirector,2013-by
Eythor Ingi,0.000859476,0.0,0.003300752,1.84e-34,artist,2013-is
Kristján Gíslason,0.000859476,0.0,0.003300752,1.84e-34,backings,2013-is
Dorians,0.000859476,0.0,0.001145968,8.089999999999999e-54,artist,2013-am
Tony Iommi,0.000859476,0.0,0.001145968,8.089999999999999e-54,composers,2013-am
Bonnie Tyler,0.000859476,0.0,0.000859476,1.67e-61,artist,2013-gb
Michael Gazzard,0.000859476,0.0,0.000859476,1.67e-61,backings,2013-gb
Lauren Christy,0.000859476,0.0,0.000859476,1.67e-61,writers,2013-gb
Birgit,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2013-ee
Raimondo Laikre,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2013-ee
Mihkel Mattisen,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2013-ee
Silvia Soro,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2013-ee
Cascada,0.000429738,0.0,0.000429738,8.1e-80,artist,2013-de
Yann Peifer,0.000429738,0.0,0.000429738,8.1e-80,writers,2013-de
Andrius Pojavis,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, writers",2013-lt
Mratynas Puchovicius,0.000429738,0.0,0.000429738,8.51e-68,backings,2013-lt
Amandine Bourgeois,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2013-fr
Judith Flessel-Toto,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2013-fr
David Salkin,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2013-fr
Boris Bergman,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2013-fr
Krista Siegfrids,0.001289214,0.0,0.024516386,5.41e-06,artist,2013-fi
Reetta Korhonen,0.001289214,0.0,0.024516386,5.41e-06,backings,2013-fi
Kristofer Karlsson,0.001289214,0.0,0.024516386,5.41e-06,writers,2013-fi
Reija Wäre,0.006875806,0.002973801,0.026957462,4.48e-05,stageDirector,"2013-fi, 2015-fi, 2016-fi, 2017-fi, 2019-fi, 2021-fi"
ESDM,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2013-es
Milena Brody,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2013-es
Raquel del Rosario,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2013-es
Pedro Castro,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2013-es
Ryan Dolan,0.000859476,0.0,0.000859476,1.67e-61,artist,2013-ie
Wez Devine,0.000859476,0.0,0.000859476,1.67e-61,writers,2013-ie
Nicky Bailey,0.000859476,0.0,0.000859476,1.67e-61,backings,2013-ie
Moje 3,0.001718951,0.0,0.031210496,1.36e-07,artist,2013-rs
Ilaria Ercolani,0.001718951,0.0,0.004192848,4.39e-24,backings,2013-sm
Mauro Balestri,0.002148689,9.24e-08,0.004309316,5.03e-24,lyricists,"2013-sm, 2014-sm"
Fabrizio Raggi,0.002148689,9.24e-08,0.004309316,5.03e-24,stageDirector,"2013-sm, 2014-sm"
Who See,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2013-me
Đorđe Miljenović,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2013-me
Mario Đorđević,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2013-me
Zoran Marković Zonjo,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2013-me
Takasa,0.000429738,0.0,0.000429738,8.1e-80,artist,2013-ch
Georg Schlunegger,0.000429738,0.0,0.000429738,8.1e-80,writers,2013-ch
Klapa s mora,0.000429738,0.0,0.000429738,8.1e-80,artist,2013-hr
Goran Topolovac,0.000429738,0.0,0.000429738,8.1e-80,writers,2013-hr
Moran Mazor,0.001718951,0.0,0.005481185,1.7e-19,artist,2013-il
Daniel Skaat,0.001718951,0.0,0.005481185,1.7e-19,backings,2013-il
Chen Harari,0.001718951,0.0,0.005481185,1.7e-19,composers,2013-il
Gal Sarig,0.001718951,0.0,0.005481185,1.7e-19,lyricists,2013-il
Adrian Lulgjuraj & Bledar Sejko,0.000859476,0.0,0.000859476,1.67e-61,artist,2013-al
Bledar Sejko,0.000859476,0.0,0.000859476,1.67e-61,composers,2013-al
Eda Sejko,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2013-al
Natália Kelly,0.001289214,0.0,0.047349332,0.000295036,artist,2013-at
Nikola Paryla,0.003008165,0.018350509,0.048616522,0.00033086,"composers, lyricists, writers","2013-at, 2016-hr"
Monika Ballwein,0.001289214,0.0,0.047349332,0.000295036,backings,2013-at
Esma & Lozano,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2013-mk
Simeon Atanasov,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2013-mk
Magdalena Cvetovska-Ena,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2013-mk
Nina Yaneva,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2013-mk
PeR,0.000859476,0.0,0.000859476,9.88e-56,artist,2013-lv
Lauris Valters,0.000859476,0.0,0.000859476,9.88e-56,backings,2013-lv
Ralfs Eilands,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2013-lv
Despina Olympiou,0.001289214,0.0,0.036991989,0.014718317,artist,2013-cy
Andreas Georgallis,0.001289214,0.0,0.036991989,0.014718317,composers,2013-cy
Zenon Zindilis,0.001289214,0.0,0.036991989,0.014718317,lyricists,2013-cy
Hannah,0.001289214,0.0,0.002115633,2.21e-32,artist,2013-si
Susanne Ørum,0.001289214,0.0,0.002115633,2.21e-32,backings,2013-si
Urška Žnidaršič,0.003437903,6.1e-06,0.003437903,6.100000000000001e-32,stageDirector,"2013-si, 2014-si, 2015-si"
Hannah Mancini,0.001289214,0.0,0.002115633,2.21e-32,writers,2013-si
Conchita Wurst,0.000859476,0.0,0.04613392,0.000259299,artist,2014-at
Julian Maas,0.000859476,0.0,0.04613392,0.000259299,writers,2014-at
The Common Linnets,0.001289214,0.0,0.038170451,0.000108595,artist,2014-nl
Rob Crosby,0.001289214,0.0,0.038170451,0.000108595,writers,2014-nl
Martijn van Agt,0.001289214,0.0,0.038170451,0.000108595,backings,2014-nl
Hans Pannecoucke,0.015470563,0.007504154,0.044435143,0.000894251,stageDirector,"2014-nl, 2015-nl, 2016-be, 2016-nl, 2017-es, 2018-nl, 2018-be, 2018-ch, 2019-nl, 2021-nl, 2023-be"
Sanna Nielsen,0.001289214,0.0,0.001718951,8.289999999999999e-42,artist,2014-se
K-One,0.001289214,0.0,0.001718951,8.289999999999999e-42,writers,2014-se
Thérèse Löf Amberg,0.001289214,0.0,0.001718951,8.289999999999999e-42,backings,2014-se
"Lotta Furebäck, Mari Ryberger",0.002578427,3.33e-06,0.002578427,1.36e-41,stageDirector,"2014-se, 2016-se"
Aram MP3,0.000859476,0.0,0.001999934,1.08e-35,artist,2014-am
Aram Sargsyan,0.000859476,0.0,0.001999934,1.08e-35,composers,2014-am
Garik Papoyan,0.002148689,6.65e-06,0.003058722,3.6500000000000003e-35,lyricists,"2014-am, 2019-am"
András Kállay,0.001718951,0.0,0.00193382,3.770000000000001e-37,artist,2014-hu
András Kállay-Saunders,0.001718951,0.0,0.00193382,3.770000000000001e-37,lyricists,2014-hu
Rozina Cselovszky,0.001718951,0.0,0.00193382,3.770000000000001e-37,backings,2014-hu
Tibor Nagy,0.001718951,0.0,0.00193382,3.770000000000001e-37,dancers,2014-hu
Mariya Yaremchuk,0.002148689,0.0,0.044611147,0.015507712,"artist, composers",2014-ua
Graciela Chin A Loi,0.001289214,0.0,0.044611147,0.014134378,backings,2014-ua
Olena Koliadenko,0.001289214,0.0,0.044611147,0.014134378,stageDirector,2014-ua
Tolmachevy Sisters,0.001718951,0.0,0.042447843,0.10038699,artist,2014-ru
Ralph Charlie,0.002578427,4.93e-07,0.042469184,0.12086255,lyricists,"2014-ru, 2016-ru"
Rui Andrade,0.001718951,0.0,0.042447843,0.10038699,backings,2014-ru
Carl Espen,0.000859476,0.0,0.008498698,2.3e-15,artist,2014-no
Josefin Winther,0.000859476,0.0,0.008498698,2.3e-15,writers,2014-no
Basim,0.001718951,0.0,0.006713202,1.12e-18,artist,2014-dk
Lasse Lindorff,0.001718951,0.0,0.006713202,1.12e-18,writers,2014-dk
Marcel Mark Gbekle,0.001718951,0.0,0.006713202,1.12e-18,backings,2014-dk
Tobias Ellehammer,0.001718951,0.0,0.006713202,1.12e-18,dancers,2014-dk
Ruth Lorenzo,0.001289214,0.0,0.001582217,1.19e-39,"artist, writers",2014-es
Softengine,0.000429738,0.0,0.000429738,8.51e-68,artist,2014-fi
Topi Latukka,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"composers, lyricists",2014-fi
Paula Seling & OVI,0.001289214,0.0,0.008599873,2.73e-15,artist,2014-ro
Philip Halloun,0.001289214,0.0,0.008599873,2.73e-15,writers,2014-ro
Marcus Only,0.001289214,0.0,0.008599873,2.73e-15,backings,2014-ro
Sebalter,0.000859476,0.0,0.000859476,1.67e-61,artist,2014-ch
Sebastiano Paù-Lessi,0.000859476,0.0,0.000859476,1.67e-61,writers,2014-ch
Rocco Casella,0.000859476,0.0,0.000859476,1.67e-61,backings,2014-ch
Donatan & Cleo,0.001718951,0.0,0.037409746,0.0001,artist,2014-pl
Donatan,0.001718951,0.0,0.037409746,0.0001,writers,2014-pl
Paula Tomala,0.001718951,0.0,0.037409746,0.0001,dancers,2014-pl
Sylwia Klan,0.001718951,0.0,0.037409746,0.0001,backings,2014-pl
Mikołaj Dobrowolski,0.00601633,0.002518567,0.043396459,0.000723484,stageDirector,"2014-pl, 2015-pl, 2021-pl, 2023-pl"
Pollapönk,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2014-is
Heiðar Örn Kristjánsson,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2014-is
John Grant,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2014-is
Snæbjörn Ragnarsson,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2014-is
Teo,0.002148689,0.0,0.003867641,1.72e-25,artist,2014-by
Yuriy Vashchuk,0.002148689,0.0,0.003867641,1.72e-25,composers,2014-by
Dmitry Novik,0.002148689,0.0,0.003867641,1.72e-25,lyricists,2014-by
